Company,6/30/2014,5/30/2014,4/30/2014,3/31/2014,2/28/2014,1/31/2014,12/31/2013,11/29/2013,10/31/2013,9/30/2013,8/30/2013,7/31/2013,6/28/2013,5/31/2013,4/30/2013,3/28/2013,2/28/2013,1/31/2013,12/31/2012,11/30/2012,10/31/2012,9/28/2012,8/31/2012,7/31/2012,6/29/2012,5/31/2012,4/30/2012,3/30/2012,2/29/2012,1/31/2012,12/30/2011,11/30/2011,10/31/2011,9/30/2011,8/31/2011,7/29/2011,6/30/2011,5/31/2011,4/29/2011,3/31/2011,2/28/2011,1/31/2011,12/31/2010,11/30/2010,10/29/2010,9/30/2010,8/31/2010,7/30/2010,6/30/2010,5/28/2010,4/30/2010,3/31/2010,2/26/2010,1/29/2010,12/31/2009,11/30/2009,10/30/2009,9/30/2009,8/31/2009,7/31/2009,6/30/2009,5/29/2009,4/30/2009,3/31/2009,2/27/2009,1/30/2009,12/31/2008,11/28/2008,10/31/2008,9/30/2008,8/29/2008,7/31/2008,6/30/2008,5/30/2008,4/30/2008,3/31/2008,2/29/2008,1/31/2008,12/31/2007,11/30/2007,10/31/2007,9/28/2007,8/31/2007,7/31/2007,6/29/2007,5/31/2007,4/30/2007,3/30/2007,2/28/2007,1/31/2007,12/29/2006,11/30/2006,10/31/2006,9/29/2006,8/31/2006,7/31/2006,6/30/2006,5/31/2006,4/28/2006,3/31/2006,2/28/2006,1/31/2006,12/30/2005,11/30/2005,10/31/2005,9/30/2005,8/31/2005,7/29/2005,6/30/2005,5/31/2005,4/29/2005,3/31/2005,2/28/2005,1/31/2005,12/31/2004,11/30/2004,10/29/2004,9/30/2004,8/31/2004,7/30/2004,6/30/2004,5/28/2004,4/30/2004,3/31/2004,2/27/2004,1/30/2004,12/31/2003,11/28/2003,10/31/2003,9/30/2003,8/29/2003,7/31/2003,6/30/2003,5/30/2003,4/30/2003,3/31/2003,2/28/2003,1/31/2003,12/31/2002,11/29/2002,10/31/2002,9/30/2002,8/30/2002,7/31/2002,6/28/2002,5/31/2002,4/30/2002,3/28/2002,2/28/2002,1/31/2002,12/31/2001,11/30/2001,10/31/2001,9/28/2001,8/31/2001,7/31/2001,6/29/2001,5/31/2001,4/30/2001,3/30/2001,2/28/2001,1/31/2001,12/29/2000,11/30/2000,10/31/2000,9/29/2000,8/31/2000,7/31/2000,6/30/2000,5/31/2000,4/28/2000,3/31/2000,2/29/2000,1/31/2000,12/31/1999,11/30/1999,10/29/1999,9/30/1999,8/31/1999,7/30/1999,6/30/1999,5/28/1999,4/30/1999,3/31/1999,2/26/1999,1/29/1999,12/31/1998,11/30/1998,10/30/1998,9/30/1998,8/31/1998,7/31/1998,6/30/1998,5/29/1998,4/30/1998,3/31/1998,2/27/1998,1/30/1998,12/31/1997,11/28/1997,10/31/1997,9/30/1997,8/29/1997,7/31/1997,6/30/1997,5/30/1997,4/30/1997,3/31/1997,2/28/1997,1/31/1997,12/31/1996,11/29/1996,10/31/1996,9/30/1996,8/30/1996,7/31/1996,6/28/1996,5/31/1996,4/30/1996,3/29/1996,2/29/1996,1/31/1996,12/29/1995,11/30/1995,10/31/1995,9/29/1995,8/31/1995,7/31/1995,6/30/1995,5/31/1995,4/28/1995,3/31/1995,2/28/1995,1/31/1995,12/30/1994,11/30/1994,10/31/1994,9/30/1994,8/31/1994,7/29/1994,6/30/1994,5/31/1994,4/29/1994,3/31/1994,2/28/1994,1/31/1994,12/31/1993,11/30/1993,10/29/1993,9/30/1993,8/31/1993,7/30/1993,6/30/1993,5/28/1993,4/30/1993,3/31/1993,2/26/1993,1/29/1993,12/31/1992,11/30/1992,10/30/1992,9/30/1992,8/31/1992,7/31/1992,6/30/1992,5/29/1992,4/30/1992,3/31/1992,2/28/1992,1/31/1992,12/31/1991,11/29/1991,10/31/1991,9/30/1991,8/30/1991,7/31/1991,6/28/1991,5/31/1991,4/30/1991,3/28/1991,2/28/1991,1/31/1991,12/31/1990,11/30/1990,10/31/1990,9/28/1990,8/31/1990,7/31/1990,6/29/1990,5/31/1990,4/30/1990,3/30/1990
HWAY UW Equity,599.6282,607.7408,633.7543,603.4749,524.4988,536.7698,538.1722,491.1917,337.2852,636.7163,656.3235,588.3856,594.3538,459.9577,474.1157,417.8904,436.0198,356.9594,363.067,367.1388,326.1914,392.5695,351.3347,374.8972,266.5687,218.8001,222.7907,245.7327,264.6269,251.6452,228.3447,216.6945,241.3106,331.2965,423.3046,507.0377,515.528,550.5078,575.8384,523.0872,479.3317,410.7087,382.9163,331.106,358.7073,398.4116,427.8475,485.6894,406.5602,483.6429,554.2428,546.7576,507.664,576.6143,619.8773,580.3322,542.1404,516.5168,440.9948,496.5891,453.1291,403.2681,351.3095,295.1789,306.6225,465.0817,385.8979,271.9437,339.5095,541.7745,639.8514,853.4711,1040.1706,1135.0511,1283.6971,1274.0035,1233.5807,2021.8513,2098.7032,2079.904,2162.9291,1907.8124,1760.405,1544.7731,1660.5837,1634.292,1487.0585,1632.5707,1518.7273,1585.7762,1653.7383,1593.4259,1464.8314,1542.656,1785.4687,1858.1049,1816.8854,1834.1431,1693.3207,1745.7342,1492.476,1531.2015,1542.2105,1513.5817,1369.5652,1431.6953,1475.5917,1504.9684,1401.8846,1302.3896,1238.7128,1092.4601,1124.2215,1031.5841,1089.4808,1099.703,988.8296,953.7717,884.6388,892.1746,866.8457,669.1841,789.0185,781.5255,903.1388,882.6566,761.5318,738.8781,649.9402,658.4074,550.0579,543.9427,560.1995,400.6233,382.9271,293.0807,241.0974,285.5223,269.8045,318.061,301.1087,247.7826,261.5738,233.6849,271.6707,388.4281,411.3217,411.3854,287.0906,411.2338,452.0117,468.4279,382.8561,332.5696,297.1899,329.6449,328.1365,221.1429,167.3905,144.3724,139.6816,111.0156,94.6347,65.3637,64.8491,66.3931,49.4088,52.4969,42.1393,33.4031,33.5116,31.9184,37.8387,38.0961,38.6079,41.2522,47.3006,51.5051,56.2352,70.4254,69.0769,68.5575,64.4025,63.1502,93.1725,90.7138,79.7364,82.2758,79.948,65.274,60.72,70.84,79.8493,92.989,81.3654,78.6045,68.0231,56.434,56.364,102.663,84.378,113.5085,89.4005,90.405,88.22,89.2225,80.2,91.091,104.104,104.104,92.8373,84.8513,70.8314,84.7981,87.791,83.8005,99.8,92.814,78.842,70.858,77.7953,72.8084,75.8005,73.8058,60.8399,55.895,46.9119,47.91,49.9063,61.2669,61.2669,60.2625,56.9319,51.7563,41.9226,45.5455,54.8616,63.0664,54.7954,50.6599,52.2107,65.0002,119.683,115.556,125.782,195.89,177.332,137.9614,127.6658,132.7388,104.7938,101.9993,108.9855,106.743,93.7422,93.058,97.1635,119.7437,106.743,127.2473,118.3536,132.7203,106.7235,102.6188,95.5325,88.7088,92.803,96.8973,105.0665,109.16,107.7955,79.054,85.869,,,,,,,,,,,,,,,,,,,
TESO UW Equity,890.3404,854.2455,800.8754,734.266,741.8839,825.9666,773.5616,699.2558,670.8357,647.0168,603.2836,515.6839,516.0734,496.9879,475.1766,521.2553,492.4515,468.4295,441.3078,418.4482,340.7188,413.0394,392.9288,447.5061,463.3368,464.109,630.2433,547.5297,585.6652,530.6158,483.2121,509.5899,590.9076,443.0852,637.8899,811.0626,740.4857,775.3393,715.9613,835.4785,695.8408,577.5971,599.516,498.7158,477.9517,454.1674,374.5088,517.2147,463.6056,423.9651,472.2888,439.4969,513.3113,492.2214,484.7666,401.4063,325.9314,299.6466,288.3817,376.6235,298.1446,334.1923,377.3745,292.0207,286.4193,371.1874,266.6276,257.6653,424.9611,781.9582,1268.5349,1160.2408,1180.479,1240.345,1023.2328,882.4665,907.4874,837.8326,1056.3232,805.9301,1086.0666,999.4729,1006.5566,1242.9277,1153.8088,1132.6722,1066.1298,956.2752,755.6555,755.8824,636.021,613.6875,614.4154,556.3357,591.5332,734.4558,741.546,726.7405,751.5596,678.2143,658.5111,733.0056,651.9011,652.1276,575.2088,553.4994,470.7177,438.7219,384.5848,372.1474,339.6162,404.8809,434.8738,373.4306,380.7664,356.6629,354.5306,374.6341,315.0111,314.875,280.8532,244.7485,250.5114,265.231,269.6664,296.3138,281.4289,238.1588,260.6472,283.7438,307.8501,341.4023,331.1136,339.9937,364.0337,354.0743,417.9519,414.9344,404.9885,340.1776,334.348,289.7682,305.7058,336.6153,378.3364,355.5271,386.3688,420.9386,380.9461,282.9982,276.1478,199.9005,206.1992,187.3032,269.5176,315.929,372.9488,475.7169,401.1271,346.0136,391.308,350.5468,344.4326,285.3288,281.2526,336.2803,346.4706,279.0987,330.9314,235.2404,188.4375,234.5,201,211.4688,211.4688,161.2188,163.3125,221.9375,230.3125,234.5,184.25,165.4063,203.0938,140.2813,96.3125,125.625,141.2403,145.3944,164.1025,152.095,160.1,240.15,329.3745,407.797,473.043,480.377,429.039,403.37,400.3885,414.195,516.018,509.2219,446.0081,400.3537,351.8866,372.3849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAYN UW Equity,710.8104,658.5941,657.0482,668.8144,613.4514,633.392,681.2524,668.6731,664.7267,559.0364,545.4705,593.1977,590.3612,603.5574,599.5071,682.0149,635.1495,630.463,637.6275,572.1069,622.695,640.7566,598.9815,592.0045,625.7877,626.5248,766.3152,778.3561,777.6189,741.5272,666.3493,731.7638,713.9114,530.3377,708.2968,764.4147,755.7504,686.6797,658.1153,675.2867,631.3231,591.6606,507.9877,469.6124,440.3451,424.072,355.5793,408.7704,374.4026,385.5752,436.0946,431.4799,352.6647,354.4617,398.9963,324.3282,342.5814,384.9202,327.9442,277.2443,285.3101,276.2813,270.6123,213.5656,161.7921,218.9586,295.0609,218.4793,302.5507,559.7965,698.8192,564.9819,685.386,813.7693,745.8671,653.3629,676.3401,521.6421,820.6004,984.5415,1019.608,994.5605,973.1245,1046.2865,983.6095,1032.889,888.744,831.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAA UN Equity,5367.6487,5426.9063,5222.3498,5118.1874,5070.9564,4826.0579,4541.9082,4504.5201,4960.9998,2670.9826,2635.0846,2860.8699,2870.1874,2878.6585,2910.846,2924.8221,2940.9158,2763.0266,2736.8207,2634.1107,2659.8075,2684.4696,2795.038,2834.0754,2793.5477,2758.7511,2785.6491,2743.0889,2536.4819,2417.7102,2365.8913,2168.0718,2317.6483,2236.6792,2654.8959,2597.8302,2475.9939,2515.6274,2387.4608,2292.8195,2320.319,2179.2746,2170.3866,2097.915,2001.668,1911.4732,1852.1087,1700.4547,1549.6176,1644.7564,1608.0806,1506.83,1511.1943,1354.0127,1393.2594,1342.181,1236.7582,1273.7311,1235.6292,1119.5112,1035.9782,1024.1256,1044.0243,870.2137,729.6473,832.7681,1047.585,1043.9201,969.0365,1351.2615,1379.3097,1508.2657,1339.5142,1469.1615,1354.2795,1284.6559,1239.4044,1171.7419,1093.4723,1235.1761,1326.6812,1271.828,1265.1946,1148.5405,1335.595,1495.164,1367.6109,1425.2177,1399.1251,1472.429,1401.8935,1469.4901,1530.4515,1472.0226,1452.3059,1349.3744,1317.0102,1192.9868,1190.062,1214.0538,1180.9924,1110.3068,1054.8459,1056.3683,1005.4288,1002.4115,965.5565,1028.7874,970.4574,865.3352,805.0512,768.6206,774.705,780.0677,850.1954,813.894,802.1904,794.4398,808.7173,730.0924,771.6374,718.4843,647.7832,745.8043,700.2203,673.8595,655.6999,641.6408,565.2157,543.2551,529.0347,511.8399,483.3845,469.7831,459.516,423.756,415.3516,424.0827,435.6648,443.6831,416.1742,439.2754,444.3894,450.6173,468.117,455.3422,467.5864,455.9488,447.2308,448.277,458.5642,449.8462,428.0386,452.7666,449.2838,448.1916,445.4068,419.4726,399.8729,392.9999,381.112,398.5942,394.4422,371.4968,386.5092,420.5484,424.9405,418.2786,423.7968,413.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRTS UW Equity,1855.1991,1690.6184,1684.5957,1576.8031,1685.9783,1658.7529,1820.6602,1891.1931,1887.614,1508.4588,1419.8187,1458.562,1378.5562,1813.3075,1493.6391,1458.8705,1316.7616,1167.851,947.8552,900.2038,751.8912,673.5692,670.7496,652.0114,630.828,552.0134,654.8596,660.7119,599.5725,598.2911,469.1033,468.3627,387.8722,333.2966,381.0968,490.2144,378.768,345.4464,328.3567,366.3469,365.2116,302.484,284.3111,280.7392,215.8621,177.7412,155.8319,151.4486,109.8883,133.1916,141.5832,121.7744,118.8178,95.3454,92.608,91.0936,85.3857,90.9189,90.9771,91.9316,85.2035,85.8415,65.6768,37.2424,28.604,34.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC UN Equity,16436.628,16526.9648,14939.3311,15033.3027,15551.2979,15566.6563,16173.5557,16224.1631,15084.9014,14108.1797,13143.0049,13454.9766,12891.5625,12487.4746,12456.9453,11842.3848,10864.1514,10683.5332,10167.8408,9941.7852,9924.5576,9740.8623,9693.0518,10042.6289,9954.0908,9357.0996,9594.0186,10225.7129,9635.2715,10105.8428,9607.793,9597.46,10985.6699,10035.1943,10843.4473,10495.5137,11342.0586,11292.7451,11139.2031,10843.1816,10390.9248,9909.8311,9428.9854,8525.3281,9154.2295,8549.1523,7606.6821,8467.1338,8970.0205,8837.2363,8711.5166,8166.5176,7918.021,7853.1924,7510.3711,7112.8145,6584.2471,6652.6157,6334.5508,5945.5796,5348.6099,5601.8457,5122.6182,4973.3862,4836.3364,5673.8662,5570.7617,4897.459,4955.0898,5966.0742,6498.5044,6741.6465,6438.9409,6654.6992,6593.6748,6663.5957,6783.9243,7778.8604,7493.29,7576.79,8488.0283,8167.3174,8621.3574,9001.8574,9452.8105,9787.2041,9471.2832,9994.2021,9965.7822,10061.5967,8636.2998,9269.9463,9513.8389,9110.71,8901.083,9025.6895,8798.998,9149.5313,9019.1816,10089.3604,9612.7969,9110.335,8632.7832,8340.0713,7916.5801,8023.4917,7750.5054,7481.1177,7206.0078,6728.7334,6808.5205,6365.2114,6655.1958,6126.2197,6168.2666,6627.1191,6188.6099,6039.0664,6082.9175,6071.2085,6713.5928,6736.0537,6497.5449,6137.2559,6513.2583,6173.1689,6296.5205,7082.1255,6352.5415,6048.1743,6513.6768,7015.6602,7711.7773,6920.1406,6376.1714,5786.4995,6062.0474,6387.1792,5808.1543,6144.1465,7534.5747,7563.1665,7678.5947,7025.8931,7970.8594,8085.1782,8057.0703,7100.6182,7038.2402,6729.4731,1599.3741,1497.4537,1586.0754,1770.4851,1608.0272,3080.9609,2933.113,3058.1743,2839.2097,2578.9487,2824.4878,2500.5879,2640.3828,2550.707,2249.6492,2434.1211,1819.1169,1990.0758,1766.6818,1381.3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMT UN Equity,35510.2655,35470.6875,33045.293,32340.0859,32182.0781,31918.4785,31500.1602,30691.1465,31314.6797,29281.1387,27448.3516,27961.8496,28937.6855,30784.6035,33184.707,30391.3262,30659.998,30106.1211,30548.9141,29623.7891,29766.1172,28210.3301,27819.125,28532.4629,27585.4609,25600.6953,25819.8418,24811.9297,24638.6973,24961.0254,23585.4375,23188.4844,21806.1875,21291.7031,21315.4492,20835.0039,20755.6797,22005.0645,20788.959,20604.3008,21534.3535,20297.207,20608.4883,20181.4727,20702.957,20562.5566,18797.5313,18654.752,17952.7773,16351.1465,16474.3555,17157.7461,17125.9531,17041.6484,17346.752,16427.4258,14530.3789,14364.6338,12490.127,13492.8223,12539.3193,12674.5361,12616.4453,12088.1113,11563.4844,12035.6846,11631.0576,10805.9346,12728.2666,14170.0947,16281.624,16616.4297,16755.2305,18131.3418,17196.9668,15517.3115,15558.2051,15149.4189,17241.9238,18431.8613,18149.9141,17886.9902,16276.585,17407.6641,17549.7324,18042.7969,15959.5586,16358.5479,16475.0469,16947.3438,15862.3379,16113.3779,15113.4619,15314.8623,15046.3281,14181.9814,13057.4941,12994.5557,14327.7891,12724.6211,13108.166,12741.6484,11160.2676,11238.5137,9555.5049,9996.2197,9551.498,5300.7188,4848.6123,4161.2261,3973.323,4203.9277,4335.3369,4285.6689,4351.8931,4288.0337,3998.5771,3570.5735,3463.5725,3349.7942,3521.2219,3203.8489,2845.9622,2495.9204,2425.9465,2412.7739,2375.4517,2498.3955,2539.3027,2221.8901,2491.144,1976.3627,1795.3176,1817.6322,1301.364,1080.2083,917.2007,993.4711,690.345,760.7485,275.7469,310.9486,481.0903,437.4464,673.7455,742.0965,974.4898,1073.0313,944.2675,1006.6981,1847.5642,1716.8495,2106.1892,2654.7156,2765.5676,3232.3777,3941.7844,4717.9365,5105.6812,3522.3296,5510.0659,6892.3423,6776.8452,5390.1641,7320.9214,6739.7188,6505.002,6787.4453,6599.4551,5893.2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCBK UW Equity,5345.5715,5165.7998,5263.0551,5194.3606,5019.9823,4776.9095,4982.993,4935.4352,4745.2043,4782.1937,4856.1724,5051.6875,4840.3198,4491.5631,4389.4476,4563.7578,4500.3619,4516.2082,4294.2165,4257.2429,4481.7253,4203.9386,3797.2762,3353.6445,3364.2072,3274.4246,3728.6189,3860.5442,3613.8148,3549.9181,3296.7293,2948.5947,3296.8933,2985.6666,3275.7932,4345.3375,4313.6556,4808.7516,5019.6256,5098.6334,6055.9404,5782.1066,6708.9288,5976.9499,6135.2431,6456.2519,6069.1927,6540.5097,6445.4926,6640.3318,7004.0476,7460.486,7118.195,6986.5716,7212.5473,6981.4096,6897.0548,6891.6426,6875.9202,7356.3792,6930.6158,6690.7299,6547.0303,6106.1899,5431.5014,6075.7393,8319.0818,8710.0161,9754.2938,9587.9765,9582.7798,9485.6755,8659.1088,9240.5358,9925.767,9164.775,8226.526,8494.1697,7816.7861,7920.8711,8283.8217,8135.7074,7522.091,6498.9591,6652.7674,7180.8513,7395.5666,7607.2114,7568.6445,7777.6295,7839.7602,7495.2174,7819.9582,7546.5729,7438.3579,7520.2125,7728.9462,7937.6799,7793.8897,7775.3306,7602.7702,7314.2065,7243.1869,7117.6861,7075.2737,7111.1281,7469.6724,7068.0936,6817.1477,6421.9382,6183.11,6812.6019,6933.7562,6546.7547,6849.3487,7474.3843,6796.9039,6687.2972,6404.7617,6486.8547,6331.506,6776.4533,6408.7401,7174.7552,7377.0269,7489.0301,7284.5227,6893.3946,6605.3086,5901.4963,5537.9151,5209.349,4907.4583,4867.1546,4444.9119,3889.9559,3655.0491,3691.6188,3585.759,3697.393,3609.9916,3139.8802,3582.907,3627.9738,3889.9285,3858.4151,3702.2192,3089.3806,3013.2406,2902.8376,2624.4415,2470.0626,2372.0435,2408.3194,2291.4303,2646.3506,2416.1422,2300.4101,2197.2993,2073.0473,2276.2771,2311.7332,2297.5508,2191.1827,2088.767,1952.3871,1988.2765,1911.864,1969.5806,1955.1515,1693.2659,1664.8076,1649.1,1699.29,1541.55,1541.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILD UW Equity,121426.3837,124712.7457,120689.5181,108972.2915,127351.96,123664.6066,115231.1865,114709.8477,108659.1381,96184.5364,92250.8276,93733.1161,78113.4723,83101.3859,77093.954,74490.6629,65021.3818,59778.4376,55649.2598,56823.6145,50811.1392,50183.1874,43646.4357,41145.2922,38835.4607,37828.2228,39427.2465,37031.7437,34457.8521,36685.6396,30744.1283,29932.898,32138.8186,29932.457,30769.4858,33339.6236,32591.922,32851.6499,30888.0766,33751.0291,30999.4136,31159.4814,29422.0846,29633.1702,33268.5564,29863.7079,26718.8356,29651.9711,30506.2896,31965.7504,35783.6886,41024.5062,42845.4287,43439.3792,38948.7535,41441.5457,38476.318,42120.491,40746.0138,44349.9382,42455.5713,39065.6516,41721.7202,42195.4166,40810.7656,46226.5777,46563.4663,40781.7297,41746.87,41929.7247,48461.121,49794.8994,48844.7559,51031.0084,48078.3173,47864.6771,43954.1339,42526.9714,42824.8185,43318.1276,42788.5029,37860.2752,33691.6616,34766.6165,36204.7199,38646.6942,38014.4616,35586.2251,33251.3494,29576.0665,29856.5609,30311.7895,31476.3578,31384.9895,28963.7312,27974.3906,26918.7533,26086.0738,26604.2558,28788.1181,28514.5918,27873.5058,24100.2564,23211.8943,21542.5984,22231.0497,19604.9044,20245.6867,19875.201,18433.9214,16690.6184,16105.7719,14957.2547,14329.5262,15147.7378,14918.2922,14910.5284,16094.5871,14882.5415,13853.7932,14359.5938,14029.5375,13017,11922.5556,10977.7856,11111.4387,11773.6295,11882.982,10989.9773,11261.8071,13430.4047,13652.6004,11118.1177,10554.0102,9158.947,8335.1579,6687.2017,6864.2159,6687.2017,7765.0213,6803.6347,6566.6629,6282.6885,5937.0825,6406.6712,6948.3545,6061.7373,6906.0453,6760.2143,6276.65,6305.4332,6928.1091,5988.4637,5347.7267,5779.9624,4856.9989,5510.4068,4900.5594,4621.4247,3066.4823,3516.2101,3183.993,3901.3469,3830.7875,4017.8597,5124.5231,5045.6843,3302.7579,3169.0881,2436.689,2389.2894,2794.3938,3355.9785,2053.6175,2374.4096,2105.712,1966.079,1997.194,2425.0253,2405.2125,1621.5787,1353.9019,1414.5793,1397.305,1258.3725,1311.758,1252.6526,949.4993,864.2741,658.6759,555.8767,709.324,967.7745,977.207,1141.596,1081.512,1075.8791,1216.701,1136.7517,1025.3055,1014.1609,1297.2587,946.4507,825.8605,801.9814,787.4659,642.3109,657.8392,871.0495,931.7374,713.975,733.6093,667.5666,800.6615,687.2935,538.498,714.7013,983.5988,863.3025,676.2287,834.9955,840.8757,752.672,617.4262,458.6595,424.688,419.862,363.432,337.131,310.83,282.915,245.193,268.7693,245.193,179.1795,193.3253,160.3185,221.6168,193.3253,176.8219,160.3185,145.9635,169.506,202.4655,226.008,240.1335,225.3,258.1562,267.5437,270.9615,275.6333,256.9463,298.4671,296.1887,268.8482,223.2807,255.178,314.4157,292.4075,239.2425,208.8625,170.6062,151.65,181.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECN UW Equity,496.4348,480.5458,527.4378,550.0954,534.8692,526.28,569.2579,564.8881,506.8898,541.1804,488.1391,530.4126,473.2253,447.1165,463.4346,520.7623,500.6699,500.6699,495.1184,481.4342,511.7053,550.5387,469.4907,474.11,522.7389,509.9892,551.6383,606.0538,563.781,535.7429,467.6131,472.4703,489.6912,431.8467,476.2062,592.7537,558.0865,654.0366,685.5564,893.1189,888.5128,923.0584,855.9357,770.2961,745.4329,639.4465,515.3678,603.6635,630.0187,747.6839,812.5388,889.3595,790.5418,828.5843,964.1243,875.5267,784.6573,774.1334,699.2611,679.9787,773.1943,834.4374,880.3697,677.2081,617.4809,649.8144,741.2638,783.3502,784.7078,1015.7268,1090.1142,1043.2276,925.8965,955.9256,919.5267,863.3533,777.8393,948.4848,877.3605,996.21,1100.0825,1117.4134,1448.0519,1567.2749,1626.5401,1581.4401,1478.9847,1550.552,1568.4859,1521.9548,1530.189,1395.1441,1390.8188,1284.9609,1170.3265,1139.3862,1204.3702,1227.4756,1294.8664,1200.0592,1325.798,1309.9,1244.4745,1386.782,1363.3824,1431.283,1384.489,1427.559,1105.4065,947.8992,909.3551,990.6086,1177.5605,1207.1415,1268.1603,1059.1742,980.2498,882.163,764.4525,896.6789,904.3092,985.4682,932.0559,1002.2381,732.1592,778.2741,617.5747,619.1576,559.2319,546.9662,619.6171,578.228,526.7858,495.6556,481.3047,466.6768,422.5969,438.1674,503.0117,399.0069,371.0281,312.1552,377.1424,396.6471,581.1892,548.4583,571.4991,617.1897,566.2017,558.9482,557.7694,458.8411,472.1869,381.6346,461.824,530.6898,531.9423,631.9902,546.5583,455.6511,474.9584,486.5427,391.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCSS UW Equity,1072.4345,1006.2214,998.6232,990.0789,988.9837,904.3115,1165.0538,1166.1586,1012.0335,1361.238,1380.8041,1277.3835,1400.9292,1240.4876,1186.2617,1103.0671,1145.4713,1241.8619,1466.5668,1500.7512,1559.5932,1775.0977,1607.4339,1463.4006,1186.346,1551.55,1637.7472,1828.6746,1670.5922,1408.8439,1218.4141,1040.9042,1166.734,782.1943,889.1371,934.9734,999.4543,908.2916,882.1657,668.7511,617.1808,563.0164,505.939,487.0979,457.2494,373.0627,297.1296,426.0594,477.9513,612.8701,615.208,433.1456,418.4719,348.7977,351.4932,234.7834,249.4101,216.581,144.0834,111.2904,38.0016,43.4304,45.4533,32.4024,12.6009,13.951,11.2508,16.2012,21.6016,74.1408,107.8411,88.8913,73.6271,132.4391,135.3987,160.6403,190.9834,351.1533,313.1788,475.3526,518.3962,632.6883,777.8211,746.3905,799.5974,893.2617,926.4772,889.4981,925.9775,971.2717,915.9661,911.7523,1126.1274,1175.2186,1066.1832,1083.7234,1235.3909,1174.6164,1443.4751,1428.6647,1284.0344,969.6129,960.8302,842.0877,789.5914,720.3669,696.9316,769.014,773.3444,876.9141,794.0217,733.7163,740.8893,703.8448,645.2211,700.9676,627.8143,667.4194,582.3418,743.5233,1033.5811,986.2693,873.6314,994.3685,910.7349,783.2253,833.018,905.352,1053.0478,876.9327,770.708,703.7504,524.2124,513.6514,420.1022,299.3128,309.9919,353.0052,278.8444,293.6766,255.8999,181.9404,120.7019,82.1907,92.43,117.8898,103.1416,76.9327,58.0225,60.9398,36.382,36.0174,21.1011,18.1263,21.9328,24.9173,28.8896,12.6389,16.7917,28.5013,43.5903,34.6487,25.7071,36.8841,43.448,25.6232,37.8777,40.5793,56.6999,67.2616,76.9408,97.4215,99.2035,83.4211,73.2753,96.9489,102.3356,126.2139,133.0363,146.2939,166.0319,275.1718,298.4328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
